HI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.b.23 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.b.23 ,NA,dop,62 ,NA
SI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,11 ,11 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.b.23 ,NA,dop,44 ,NA
SI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.b.23 ,NA,dop,11 ,NA
SI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,5 ,5 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.c.22 ,NA,dop,208 ,NA
SI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,88 ,88 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.c.22 ,NA,dop,845 ,NA
SI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,288 ,288 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.c.22 ,NA,dop,602 ,NA
SI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,50 ,50 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.c.22 ,NA,dop,433 ,NA
SI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,1254 ,1254 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.24 ,NA,dop,78 ,NA
SI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,369 ,369 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.24 ,NA,dop,98 ,NA
SI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,82 ,82 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.24 ,NA,dop,123 ,NA
SI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,96 ,96 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.24 ,NA,dop,45 ,NA
SI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,28 ,28 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.25 ,NA,dop,85 ,NA
SI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.25 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.25 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.25 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,1 ,Active ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,2 ,Active ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,3 ,Active ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Active ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.b.23 ,NA,dop,255 ,NA
SI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,429 ,429 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,dop,386 ,NA
SI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,2724 ,2724 ,-9,NA,trip,NA
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,30 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,1.1634597582 ,650.23870731 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,32 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,0.6735139267 ,650.23870731 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,33 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,0.6735139267 ,650.23870731 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,35 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,0.2326919516 ,650.23870731 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,37 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,0.2326919516 ,650.23870731 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,38 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,0.5398453278 ,650.23870731 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,43 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,0.2326919516 ,650.23870731 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,N,lngt,52 ,-9,2724 ,2 ,15 ,-9,-9,g,k,cm ,NA,NA,0.440821975 ,650.23870731 ,-9,-9,-9,-9
HI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.b.23 ,NA,dop,357 ,NA
SI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,705 ,705 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.b.23 ,NA,dop,137 ,NA
SI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.b.23 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,278 ,278 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.c.22 ,NA,dop,923 ,NA
SI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,938 ,938 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,dop,1211 ,NA
SI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,10952 ,10952 ,-9,NA,trip,NA
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,30 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.2445314376 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,31 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,1.39279331 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,32 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.3235568412 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,33 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,2.9885257399 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,34 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.988798496 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,35 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.6591989973 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,36 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,1.1810648702 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,39 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.5218658729 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,43 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.5680882788 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,45 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,2.2247966159 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,47 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.5218658729 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,49 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.3295994987 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,50 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.3295994987 ,855.88235294 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,52 ,-9,10952 ,2 ,36 ,-9,-9,g,k,cm ,NA,NA,0.5218658729 ,855.88235294 ,-9,-9,-9,-9
HI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,dop,727 ,NA
SI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,1530 ,1530 ,-9,NA,trip,NA
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,30 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.139 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,32 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.417 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,33 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.139 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,35 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.139 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,36 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.278 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,37 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.278 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,38 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.278 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,48 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.139 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,49 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.139 ,733.81294964 ,-9,-9,-9,-9
SD,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,N,lngt,50 ,-9,1530 ,3 ,15 ,-9,-9,g,k,cm ,NA,NA,0.139 ,733.81294964 ,-9,-9,-9,-9
HI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.c.22 ,NA,dop,551 ,NA
SI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.c.22 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,1279 ,1279 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.24 ,NA,dop,75 ,NA
SI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,4 ,4 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.24 ,NA,dop,156 ,NA
SI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,10 ,10 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.24 ,NA,dop,83 ,NA
SI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,13 ,13 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.24 ,NA,dop,50 ,NA
SI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.24 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.25 ,NA,dop,135 ,NA
SI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.25 ,NA,dop,38 ,NA
SI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.25 ,NA,dop,28 ,NA
SI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.25 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.25 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.26 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.26 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.27 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.27 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,1 ,Passive ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,2 ,Passive ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,3 ,Passive ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
HI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.29 ,NA,dop,0 ,NA
SI,DK ,2023 ,Quarter,4 ,Passive ,SubDiv ,27.3.d.29 ,NA,BLL ,NA,L,R,NA,H ,M,NA,kg,0 ,0 ,-9,NA,trip,NA
